CountyState,state,FIPS,county,county_seat,population_2010,Land Area (km²),Land Area (mi²),Water Area (km²),Water Area (mi²),Total Area (km²),Total Area (mi²),latitude,longitude
Lancaster County PA,PA,42071.0,Lancaster,Lancaster,"519,445","2,444.46",943.81,103.581,39.993,"2,548.04",983.803,40.041992,-76.250198
Lawrence County PA,PA,42073.0,Lawrence,New Castle,"91,108",927.67,358.175,11.759,4.54,939.428,362.715,40.992735,-80.334446
Lebanon County PA,PA,42075.0,Lebanon,Lebanon,"133,568",937.143,361.833,1.724,0.666,938.866,362.499,40.367344,-76.458009
Lehigh County PA,PA,42077.0,Lehigh,Allentown,"349,497",893.976,345.166,7.96,3.073,901.936,348.239,40.614241,-75.590627
Luzerne County PA,PA,42079.0,Luzerne,Wilkes-Barre,"320,918","2,305.95",890.333,41.264,15.932,"2,347.21",906.265,41.172787,-75.976035
Lycoming County PA,PA,42081.0,Lycoming,Williamsport,"116,111","3,182.05","1,228.59",39.473,15.241,"3,221.52","1,243.84",41.343624,-77.055253
McKean County PA,PA,42083.0,McKean,Smethport,"43,450","2,536.11",979.197,13.007,5.022,"2,549.12",984.219,41.81459,-78.572463
Mercer County PA,PA,42085.0,Mercer,Mercer,"116,638","1,741.96",672.575,25.979,10.03,"1,767.94",682.605,41.300014,-80.252786
Mifflin County PA,PA,42087.0,Mifflin,Lewistown,"46,682","1,064.57",411.031,9.545,3.685,"1,074.11",414.716,40.61189,-77.620661
Monroe County PA,PA,42089.0,Monroe,Stroudsburg,"169,842","1,575.45",608.286,23.239,8.973,"1,598.69",617.259,41.056233,-75.329037
Montgomery County PA,PA,42091.0,Montgomery,Norristown,"799,874","1,251.07",483.04,10.762,4.155,"1,261.83",487.195,40.209999,-75.370201
Montour County PA,PA,42093.0,Montour,Danville,"18,267",337.326,130.242,5.408,2.088,342.734,132.33,41.029261,-76.665259
Northampton County PA,PA,42095.0,Northampton,Easton,"297,735",957.444,369.671,20.007,7.725,977.451,377.396,40.752791,-75.307447
Northumberland County PA,PA,42097.0,Northumberland,Sunbury,"94,528","1,187.17",458.368,49.616,19.157,"1,236.78",477.525,40.851524,-76.709877
Perry County PA,PA,42099.0,Perry,New Bloomfield,"45,969","1,428.24",551.445,10.598,4.092,"1,438.83",555.537,40.39778,-77.266328
Philadelphia County PA,PA,42101.0,Philadelphia,Philadelphia,"1,526,006",347.321,134.101,22.289,8.606,369.611,142.707,40.009376,-75.133346
Pike County PA,PA,42103.0,Pike,Milford,"57,369","1,411.44",544.961,56.692,21.889,"1,468.13",566.85,41.325949,-75.031514
Potter County PA,PA,42105.0,Potter,Coudersport,"17,457","2,800.61","1,081.32",0.56,0.216,"2,801.17","1,081.54",41.748222,-77.894735
Schuylkill County PA,PA,42107.0,Schuylkill,Pottsville,"148,289","2,016.65",778.634,10.829,4.181,"2,027.48",782.815,40.70369,-76.2178
Snyder County PA,PA,42109.0,Snyder,Middleburg,"39,702",851.343,328.705,7.293,2.816,858.636,331.521,40.755348,-77.072954
Somerset County PA,PA,42111.0,Somerset,Somerset,"77,742","2,782.62","1,074.37",16.984,6.558,"2,799.60","1,080.93",39.981297,-79.028486
Sullivan County PA,PA,42113.0,Sullivan,Laporte,"6,428","1,165.34",449.94,6.617,2.555,"1,171.96",452.495,41.43979,-76.511525
Susquehanna County PA,PA,42115.0,Susquehanna,Montrose,"43,356","2,132.69",823.435,22.553,8.708,"2,155.24",832.143,41.819665,-75.800969
Tioga County PA,PA,42117.0,Tioga,Wellsboro,"41,981","2,936.50","1,133.79",8.231,3.178,"2,944.73","1,136.97",41.766859,-77.257288
Union County PA,PA,42119.0,Union,Lewisburg,"44,947",818.39,315.982,4.649,1.795,823.038,317.777,40.962179,-77.055475
Venango County PA,PA,42121.0,Venango,Franklin,"54,984","1,746.39",674.284,22.149,8.552,"1,768.54",682.836,41.40198,-79.754418
Warren County PA,PA,42123.0,Warren,Warren,"41,815","2,289.90",884.135,37.368,14.428,"2,327.27",898.563,41.843669,-79.313173
Washington County PA,PA,42125.0,Washington,Washington,"207,820","2,219.59",856.989,10.147,3.918,"2,229.74",860.907,40.200005,-80.252132
Wayne County PA,PA,42127.0,Wayne,Honesdale,"52,822","1,879.31",725.604,64.777,25.011,"1,944.08",750.615,41.646589,-75.292485
Westmoreland County PA,PA,42129.0,Westmoreland,Greensburg,"365,169","2,661.35","1,027.55",22.067,8.52,"2,683.42","1,036.07",40.311068,-79.466688
Wyoming County PA,PA,42131.0,Wyoming,Tunkhannock,"28,276","1,029.06",397.324,20.021,7.73,"1,049.08",405.054,41.525137,-76.00878
York County PA,PA,42133.0,York,York,"434,972","2,341.82",904.181,16.941,6.541,"2,358.76",910.722,39.921839,-76.728446
Bristol County RI,RI,44001.0,Bristol [6],Bristol [6],"49,875",62.585,24.164,53.316,20.586,115.901,44.75,41.705271,-71.285053
Kent County RI,RI,44003.0,Kent [6],East Greenwich [6],"166,158",436.485,168.528,50.751,19.595,487.236,188.123,41.67775,-71.576314
Newport County RI,RI,44005.0,Newport [6],Newport [6],"82,888",265.178,102.386,547.026,211.208,812.205,313.594,41.502732,-71.284063
Providence County RI,RI,44007.0,Providence [6],Providence [6],"626,667","1,060.61",409.502,67.738,26.154,"1,128.34",435.656,41.870488,-71.578242
Washington County RI,RI,44009.0,Washington [6],Wakefield [6],"126,979",852.714,329.235,604.837,233.529,"1,457.55",562.764,41.401162,-71.617612
Abbeville County SC,SC,45001.0,Abbeville,Abbeville,"25,417","1,270.35",490.484,53.116,20.508,"1,323.46",510.992,34.213809,-82.46046
Aiken County SC,SC,45003.0,Aiken,Aiken,"160,099","2,773.97","1,071.03",24.764,9.562,"2,798.73","1,080.60",33.549317,-81.63387
Allendale County SC,SC,45005.0,Allendale,Allendale,"10,419","1,056.95",408.09,11.208,4.327,"1,068.16",412.417,32.979784,-81.363421
Anderson County SC,SC,45007.0,Anderson,Anderson,"187,126","1,852.95",715.426,108.806,42.01,"1,961.75",757.436,34.519549,-82.638086
Bamberg County SC,SC,45009.0,Bamberg,Bamberg,"15,987","1,018.82",393.37,5.679,2.193,"1,024.50",395.563,33.203021,-81.053161
Barnwell County SC,SC,45011.0,Barnwell,Barnwell,"22,621","1,420.33",548.393,22.973,8.87,"1,443.30",557.263,33.26068,-81.433753
Beaufort County SC,SC,45013.0,Beaufort,Beaufort,"162,233","1,492.56",576.28,899.027,347.116,"2,391.59",923.396,32.358147,-80.68932
Berkeley County SC,SC,45015.0,Berkeley,Moncks Corner,"177,843","2,846.03","1,098.86",337.683,130.38,"3,183.71","1,229.24",33.2077,-79.953655
Calhoun County SC,SC,45017.0,Calhoun,St. Matthews,"15,175",987.177,381.151,29.351,11.332,"1,016.53",392.483,33.67478,-80.780347
Charleston County SC,SC,45019.0,Charleston,Charleston,"350,209","2,372.66",916.089,"1,144.54",441.907,"3,517.19","1,358.00",32.800458,-79.94248
Cherokee County SC,SC,45021.0,Cherokee,Gaffney,"55,342","1,016.98",392.659,11.705,4.519,"1,028.69",397.178,35.049796,-81.607647
Chester County SC,SC,45023.0,Chester,Chester,"33,140","1,503.90",580.657,14.262,5.507,"1,518.16",586.164,34.689345,-81.161249
Chesterfield County SC,SC,45025.0,Chesterfield,Chesterfield,"46,734","2,069.60",799.075,17.274,6.67,"2,086.87",805.745,34.637018,-80.159227
Clarendon County SC,SC,45027.0,Clarendon,Manning,"34,971","1,571.96",606.936,229.767,88.713,"1,801.73",695.649,33.664682,-80.217889
Colleton County SC,SC,45029.0,Colleton,Walterboro,"38,892","2,736.30","1,056.49",198.898,76.795,"2,935.20","1,133.29",32.83498,-80.655345
Darlington County SC,SC,45031.0,Darlington,Darlington,"68,681","1,453.38",561.153,14.637,5.652,"1,468.02",566.805,34.332185,-79.962116
Dillon County SC,SC,45033.0,Dillon,Dillon,"32,062","1,048.61",404.872,4.455,1.72,"1,053.07",406.592,34.390172,-79.374964
Dorchester County SC,SC,45035.0,Dorchester,St. George,"136,555","1,484.67",573.233,6.665,2.573,"1,491.33",575.806,33.082186,-80.404697
Edgefield County SC,SC,45037.0,Edgefield,Edgefield,"26,985","1,296.05",500.406,16.3,6.294,"1,312.35",506.7,33.776498,-81.968245
Fairfield County SC,SC,45039.0,Fairfield,Winnsboro,"23,956","1,777.45",686.277,61.135,23.604,"1,838.59",709.881,34.395669,-81.127001
Florence County SC,SC,45041.0,Florence,Florence,"136,885","2,071.90",799.964,9.741,3.761,"2,081.64",803.725,34.028535,-79.710233
Georgetown County SC,SC,45043.0,Georgetown,Georgetown,"60,158","2,107.08",813.547,572.647,221.1,"2,679.72","1,034.65",33.41753,-79.300812
Greenville County SC,SC,45045.0,Greenville,Greenville,"451,225","2,033.45",785.12,25.241,9.746,"2,058.69",794.866,34.892645,-82.372077
Greenwood County SC,SC,45047.0,Greenwood,Greenwood,"69,661","1,177.74",454.726,21.238,8.2,"1,198.97",462.926,34.155796,-82.127876
Hampton County SC,SC,45049.0,Hampton,Hampton,"21,090","1,450.12",559.896,7.277,2.81,"1,457.40",562.706,32.778323,-81.143362
Horry County SC,SC,45051.0,Horry,Conway,"269,291","2,936.78","1,133.90",313.664,121.106,"3,250.44","1,255.00",33.909269,-78.976675
Jasper County SC,SC,45053.0,Jasper,Ridgeland,"24,777","1,697.27",655.318,114.075,44.044,"1,811.34",699.362,32.43059,-81.021627
Kershaw County SC,SC,45055.0,Kershaw,Camden,"61,697","1,881.79",726.562,35.828,13.833,"1,917.62",740.395,34.338356,-80.590885
Lancaster County SC,SC,45057.0,Lancaster,Lancaster,"76,652","1,422.32",549.16,15.442,5.962,"1,437.76",555.122,34.686818,-80.703689
Laurens County SC,SC,45059.0,Laurens,Laurens,"66,537","1,848.74",713.804,25.991,10.035,"1,874.73",723.839,34.483477,-82.005657
Lee County SC,SC,45061.0,Lee,Bishopville,"19,220","1,062.37",410.184,2.715,1.048,"1,065.09",411.232,34.15864,-80.251209
Lexington County SC,SC,45063.0,Lexington,Lexington,"262,391","1,810.18",698.913,152.334,58.816,"1,962.51",757.729,33.892554,-81.272853
McCormick County SC,SC,45065.0,McCormick,Marion,"10,233",930.142,359.13,89.983,34.743,"1,020.13",393.873,33.897605,-82.316192
Marion County SC,SC,45067.0,Marion,Bennettsville,"33,062","1,267.09",489.227,12.712,4.908,"1,279.81",494.135,34.080701,-79.362131
Marlboro County SC,SC,45069.0,Marlboro,McCormick,"28,933","1,242.35",479.674,14.504,5.6,"1,256.85",485.274,34.601805,-79.677942
Newberry County SC,SC,45071.0,Newberry,Newberry,"37,508","1,631.79",630.037,44.675,17.249,"1,676.46",647.286,34.28973,-81.600053
Oconee County SC,SC,45073.0,Oconee,Walhalla,"74,273","1,622.20",626.334,122.192,47.179,"1,744.39",673.513,34.748759,-83.061522
Orangeburg County SC,SC,45075.0,Orangeburg,Orangeburg,"92,501","2,864.79","1,106.10",56.465,21.801,"2,921.25","1,127.90",33.436135,-80.802913
Pickens County SC,SC,45077.0,Pickens,Pickens,"119,224","1,285.69",496.407,40.46,15.622,"1,326.15",512.029,34.887362,-82.725368
Richland County SC,SC,45079.0,Richland,Columbia,"384,504","1,960.80",757.068,37.926,14.643,"1,998.72",771.711,34.029783,-80.896566
Saluda County SC,SC,45081.0,Saluda,Saluda,"19,875","1,172.69",452.778,23.419,9.042,"1,196.11",461.82,34.005278,-81.727903
Spartanburg County SC,SC,45083.0,Spartanburg,Spartanburg,"284,307","2,092.52",807.926,29.31,11.317,"2,121.83",819.243,34.933239,-81.991053
Sumter County SC,SC,45085.0,Sumter,Sumter,"107,456","1,722.51",665.066,44.079,17.019,"1,766.59",682.085,33.916046,-80.382472
Union County SC,SC,45087.0,Union,Union,"28,961","1,331.70",514.171,4.805,1.855,"1,336.50",516.026,34.690514,-81.615831
Williamsburg County SC,SC,45089.0,Williamsburg,Kingstree,"34,423","2,419.46",934.159,7.469,2.884,"2,426.93",937.043,33.626463,-79.716475
York County SC,SC,45091.0,York,York,"226,073","1,762.73",680.595,39.401,15.213,"1,802.13",695.808,34.97019,-81.183189
Aurora County SD,SD,46003.0,Aurora,Plankinton,"2,710","1,834.81",708.425,11.201,4.325,"1,846.01",712.75,43.724719,-98.577587
Beadle County SD,SD,46005.0,Beadle,Huron,"17,398","3,260.04","1,258.71",15.808,6.104,"3,275.85","1,264.81",44.418265,-98.279422
Bennett County SD,SD,46007.0,Bennett,Martin,"3,431","3,068.38","1,184.71",15.011,5.796,"3,083.39","1,190.51",43.184826,-101.676426
Bon Homme County SD,SD,46009.0,Bon Homme,Tyndall,"7,070","1,459.98",563.701,46.519,17.961,"1,506.50",581.662,42.986031,-97.885613
Brookings County SD,SD,46011.0,Brookings,Brookings,"31,965","2,051.81",792.206,32.968,12.729,"2,084.77",804.935,44.376675,-96.797797
Brown County SD,SD,46013.0,Brown,Aberdeen,"36,531","4,436.60","1,712.98",46.541,17.97,"4,483.14","1,730.95",45.589254,-98.352175
Brule County SD,SD,46015.0,Brule,Chamberlain,"5,255","2,116.64",817.24,75.721,29.236,"2,192.36",846.476,43.72988,-99.092941
Buffalo County SD,SD,46017.0,Buffalo,Gannvalley,"1,912","1,220.88",471.384,42.362,16.356,"1,263.24",487.74,44.044306,-99.203998
Butte County SD,SD,46019.0,Butte,Belle Fourche,"10,110","5,827.21","2,249.90",42.731,16.498,"5,869.94","2,266.40",44.896435,-103.501762
Campbell County SD,SD,46021.0,Campbell,Mound City,"1,466","1,900.21",733.677,96.244,37.16,"1,996.46",770.837,45.782241,-100.027951
Charles Mix County SD,SD,46023.0,Charles Mix,Lake Andes,"9,129","2,842.48","1,097.49",136.617,52.748,"2,979.09","1,150.24",43.206185,-98.595143
Clark County SD,SD,46025.0,Clark,Clark,"3,691","2,480.18",957.604,25.627,9.895,"2,505.81",967.499,44.855211,-97.724912
Clay County SD,SD,46027.0,Clay,Vermillion,"13,864","1,067.55",412.185,13.079,5.05,"1,080.63",417.235,42.912997,-96.979795
Codington County SD,SD,46029.0,Codington,Watertown,"27,227","1,783.19",688.495,74.252,28.669,"1,857.45",717.164,44.966324,-97.198843
Corson County SD,SD,46031.0,Corson,McIntosh,"4,050","6,396.47","2,469.69",155.287,59.957,"6,551.76","2,529.65",45.69834,-101.176017
Custer County SD,SD,46033.0,Custer,Custer,"8,216","4,032.62","1,557.00",5.483,2.117,"4,038.10","1,559.12",43.684943,-103.46225
Davison County SD,SD,46035.0,Davison,Mitchell,"19,504","1,128.08",435.555,3.534,1.364,"1,131.62",436.919,43.680439,-98.155868
Day County SD,SD,46037.0,Day,Webster,"5,710","2,662.17","1,027.87",163.751,63.225,"2,825.92","1,091.09",45.362283,-97.593734
Deuel County SD,SD,46039.0,Deuel,Clear Lake,"4,364","1,612.75",622.686,36.072,13.927,"1,648.82",636.613,44.75629,-96.690239
Dewey County SD,SD,46041.0,Dewey,Timber Lake,"5,301","5,963.43","2,302.49",369.822,142.789,"6,333.26","2,445.28",45.150005,-100.852218
Douglas County SD,SD,46043.0,Douglas,Armour,"3,002","1,118.36",431.802,4.833,1.866,"1,123.20",433.668,43.391506,-98.358433
Edmunds County SD,SD,46045.0,Edmunds,Ipswich,"4,071","2,916.21","1,125.96",65.038,25.111,"2,981.25","1,151.07",45.41168,-99.205362
Fall River County SD,SD,46047.0,Fall River,Hot Springs,"7,094","4,506.36","1,739.92",23.911,9.232,"4,530.27","1,749.15",43.221504,-103.512102
Faulk County SD,SD,46049.0,Faulk,Faulkton,"2,364","2,542.72",981.75,62.704,24.21,"2,605.43","1,005.96",45.065476,-99.153564
Grant County SD,SD,46051.0,Grant,Milbank,"7,356","1,764.97",681.458,15.746,6.08,"1,780.71",687.538,45.172637,-96.772261
Gregory County SD,SD,46053.0,Gregory,Burke,"4,271","2,628.73","1,014.96",99.9,38.572,"2,728.63","1,053.53",43.179094,-99.202158
Haakon County SD,SD,46055.0,Haakon,Philip,"1,937","4,689.26","1,810.53",42.452,16.391,"4,731.71","1,826.93",44.284312,-101.59179
Hamlin County SD,SD,46057.0,Hamlin,Hayti,"5,903","1,313.72",507.231,79.874,30.839,"1,393.60",538.07,44.680619,-97.178598
Hand County SD,SD,46059.0,Hand,Miller,"3,431","3,720.81","1,436.61",9.237,3.567,"3,730.05","1,440.18",44.546713,-99.004575
Hanson County SD,SD,46061.0,Hanson,Alexandria,"3,331","1,125.38",434.513,2.232,0.862,"1,127.62",435.375,43.680612,-97.796845
Harding County SD,SD,46063.0,Harding,Buffalo,"1,255","6,918.83","2,671.38",16.956,6.547,"6,935.79","2,677.92",45.596612,-103.473867
Hughes County SD,SD,46065.0,Hughes,Pierre,"17,022","1,920.63",741.56,153.258,59.173,"2,073.89",800.733,44.392258,-99.985846
Hutchinson County SD,SD,46067.0,Hutchinson,Olivet,"7,343","2,105.41",812.904,3.929,1.517,"2,109.34",814.421,43.33671,-97.749383
Hyde County SD,SD,46069.0,Hyde,Highmore,"1,420","2,228.75",860.524,14.542,5.615,"2,243.29",866.139,44.537301,-99.492148
Jackson County SD,SD,46071.0,Jackson,Kadoka,"3,031","4,827.51","1,863.91",19.098,7.374,"4,846.61","1,871.29",43.677294,-101.626455
Jerauld County SD,SD,46073.0,Jerauld,Wessington Springs,"2,071","1,362.94",526.233,16.669,6.436,"1,379.61",532.669,44.063416,-98.623188
Jones County SD,SD,46075.0,Jones,Murdo,"1,006","2,511.45",969.678,3.147,1.215,"2,514.60",970.893,43.95199,-100.686139
Kingsbury County SD,SD,46077.0,Kingsbury,De Smet,"5,148","2,155.48",832.236,81.655,31.527,"2,237.14",863.763,44.362969,-97.499313
Lake County SD,SD,46079.0,Lake,Madison,"11,200","1,458.88",563.277,30.782,11.885,"1,489.66",575.162,44.02845,-97.123223
Lawrence County SD,SD,46081.0,Lawrence,Deadwood,"24,097","2,072.08",800.035,0.714,0.276,"2,072.80",800.311,44.353669,-103.796528
Lincoln County SD,SD,46083.0,Lincoln,Canton,"44,828","1,495.15",577.279,1.218,0.47,"1,496.36",577.749,43.27942,-96.722286
Lyman County SD,SD,46085.0,Lyman,Kennebec,"3,755","4,252.60","1,641.94",167.67,64.738,"4,420.27","1,706.67",43.894812,-99.841925
McCook County SD,SD,46087.0,McCook,Britton,"5,618","1,487.18",574.204,6.899,2.664,"1,494.08",576.868,43.678924,-97.362036
McPherson County SD,SD,46089.0,McPherson,Salem,"2,459","2,943.89","1,136.64",38.57,14.892,"2,982.46","1,151.54",45.784249,-99.211421
Marshall County SD,SD,46091.0,Marshall,Leola,"4,656","2,170.58",838.066,124.729,48.158,"2,295.31",886.224,45.737054,-97.580884
Meade County SD,SD,46093.0,Meade,Sturgis,"25,434","8,989.81","3,470.98",30.729,11.865,"9,020.54","3,482.85",44.606792,-102.715864
Mellette County SD,SD,46095.0,Mellette,White River,"2,048","3,385.91","1,307.31",9.22,3.56,"3,395.13","1,310.87",43.58493,-100.760598
Miner County SD,SD,46097.0,Miner,Howard,"2,389","1,477.10",570.311,4.196,1.62,"1,481.30",571.931,44.017327,-97.60979
Minnehaha County SD,SD,46099.0,Minnehaha,Sioux Falls,"169,468","2,090.50",807.147,17.395,6.716,"2,107.90",813.863,43.667472,-96.795726
Moody County SD,SD,46101.0,Moody,Flandreau,"6,486","1,345.20",519.386,3.679,1.421,"1,348.88",520.807,44.012429,-96.676054
Oglala Lakota County SD,SD,46102.0,Oglala Lakota [11],— [11],"13,586","5,423.17","2,093.90",7.126,2.751,"5,430.30","2,096.65",43.341937,-102.55948
Pennington County SD,SD,46103.0,Pennington,Rapid City,"100,948","7,191.24","2,776.55",19.967,7.709,"7,211.21","2,784.26",44.002349,-102.823802
Perkins County SD,SD,46105.0,Perkins,Bison,"2,982","7,434.51","2,870.48",50.54,19.513,"7,485.04","2,889.99",45.483387,-102.467995
Potter County SD,SD,46107.0,Potter,Gettysburg,"2,329","2,230.34",861.14,97.193,37.526,"2,327.53",898.666,45.064276,-99.949631
Roberts County SD,SD,46109.0,Roberts,Sisseton,"10,149","2,851.68","1,101.04",89.947,34.729,"2,941.63","1,135.77",45.623397,-96.947551
Sanborn County SD,SD,46111.0,Sanborn,Woonsocket,"2,355","1,474.53",569.321,2.993,1.155,"1,477.53",570.476,44.021032,-98.092105
Spink County SD,SD,46115.0,Spink,Redfield,"6,415","3,895.15","1,503.93",15.062,5.816,"3,910.21","1,509.74",44.931034,-98.339644
Stanley County SD,SD,46117.0,Stanley,Fort Pierre,"2,966","3,741.06","1,444.43",188.384,72.735,"3,929.45","1,517.17",44.415547,-100.749163
Sully County SD,SD,46119.0,Sully,Onida,"1,373","2,607.65","1,006.82",164.384,63.469,"2,772.03","1,070.29",44.722325,-100.131399
Todd County SD,SD,46121.0,Todd [12],— [12],"9,612","3,596.34","1,388.56",5.855,2.26,"3,602.20","1,390.82",43.208172,-100.717204
Tripp County SD,SD,46123.0,Tripp,Winner,"5,644","4,176.22","1,612.45",13.273,5.125,"4,189.49","1,617.57",43.349729,-99.876219
Turner County SD,SD,46125.0,Turner,Parker,"8,347","1,598.17",617.057,1.65,0.637,"1,599.82",617.694,43.30867,-97.150185
Union County SD,SD,46127.0,Union,Elk Point,"14,399","1,192.80",460.542,17.06,6.587,"1,209.86",467.129,42.831106,-96.650829
Walworth County SD,SD,46129.0,Walworth,Selby,"5,438","1,835.34",708.63,93.215,35.99,"1,928.56",744.62,45.427605,-100.027856
Yankton County SD,SD,46135.0,Yankton,Yankton,"22,438","1,349.81",521.164,28.629,11.054,"1,378.44",532.218,43.006607,-97.388339
Ziebach County SD,SD,46137.0,Ziebach,Dupree,"2,801","5,079.67","1,961.27",24.212,9.348,"5,103.88","1,970.62",44.981666,-101.669225
Anderson County TN,TN,47001.0,Anderson,Clinton,"75,129",873.245,337.162,19.772,7.634,893.017,344.796,36.116731,-84.195418
Bedford County TN,TN,47003.0,Bedford,Shelbyville,"45,058","1,226.71",473.635,2.983,1.152,"1,229.69",474.787,35.51366,-86.458294
Benton County TN,TN,47005.0,Benton,Camden,"16,489","1,020.82",394.142,109.009,42.089,"1,129.83",436.231,36.069253,-88.071212
Bledsoe County TN,TN,47007.0,Bledsoe,Pikeville,"12,876","1,052.64",406.425,0.838,0.324,"1,053.47",406.749,35.593668,-85.205979
Blount County TN,TN,47009.0,Blount,Maryville,"123,010","1,447.04",558.706,20.308,7.841,"1,467.35",566.547,35.688185,-83.922973
Bradley County TN,TN,47011.0,Bradley,Cleveland,"98,963",851.489,328.762,6.959,2.687,858.448,331.449,35.153914,-84.859414
Campbell County TN,TN,47013.0,Campbell,Jacksboro,"40,716","1,243.69",480.191,46.503,17.955,"1,290.19",498.146,36.401592,-84.15925
Cannon County TN,TN,47015.0,Cannon,Woodbury,"13,801",687.992,265.635,0.157,0.061,688.149,265.696,35.808394,-86.062404
Carroll County TN,TN,47017.0,Carroll,Huntingdon,"28,522","1,552.06",599.252,2.144,0.828,"1,554.20",600.08,35.967896,-88.451659
Carter County TN,TN,47019.0,Carter,Elizabethton,"57,424",883.711,341.203,16.657,6.431,900.368,347.634,36.284744,-82.126593
Cheatham County TN,TN,47021.0,Cheatham,Ashland City,"39,105",783.308,302.437,11.964,4.619,795.272,307.056,36.25518,-87.100816
Chester County TN,TN,47023.0,Chester,Henderson,"17,131",740.052,285.736,0.576,0.222,740.628,285.958,35.416639,-88.605505
Claiborne County TN,TN,47025.0,Claiborne,Tazewell,"32,213","1,125.56",434.58,18.116,6.995,"1,143.67",441.575,36.501557,-83.660724
Clay County TN,TN,47027.0,Clay,Celina,"7,861",612.627,236.536,59.071,22.807,671.698,259.343,36.545765,-85.545718
Cocke County TN,TN,47029.0,Cocke,Newport,"35,662","1,125.52",434.565,22.197,8.57,"1,147.72",443.135,35.916198,-83.119223
Coffee County TN,TN,47031.0,Coffee,Manchester,"52,796","1,110.99",428.957,14.496,5.597,"1,125.49",434.554,35.488759,-86.078219
Crockett County TN,TN,47033.0,Crockett,Alamo,"14,586",687.731,265.535,0.529,0.204,688.261,265.739,35.811312,-89.135349
Cumberland County TN,TN,47035.0,Cumberland,Crossville,"56,053","1,763.85",681.025,9.826,3.794,"1,773.67",684.819,35.952398,-84.994761
Davidson County TN,TN,47037.0,Davidson,Nashville,"626,681","1,305.44",504.033,56.749,21.911,"1,362.19",525.944,36.169129,-86.78479
Decatur County TN,TN,47039.0,Decatur,Smithville,"11,757",864.654,333.845,28.589,11.038,893.243,344.883,35.603422,-88.107384
DeKalb County TN,TN,47041.0,DeKalb,Decaturville,"18,723",788.254,304.347,63.816,24.64,852.07,328.987,35.98222,-85.833596
Dickson County TN,TN,47043.0,Dickson,Charlotte,"49,666","1,268.82",489.896,3.689,1.424,"1,272.51",491.32,36.145533,-87.364155
Dyer County TN,TN,47045.0,Dyer,Dyersburg,"38,335","1,326.92",512.327,36.781,14.201,"1,363.70",526.528,36.054196,-89.398306
Fayette County TN,TN,47047.0,Fayette,Somerville,"38,413","1,825.39",704.786,3.762,1.453,"1,829.15",706.239,35.196993,-89.413803
Fentress County TN,TN,47049.0,Fentress,Jamestown,"17,959","1,291.40",498.612,0.829,0.32,"1,292.23",498.932,36.376079,-84.932703
Franklin County TN,TN,47051.0,Franklin,Winchester,"41,052","1,436.26",554.542,54.89,21.193,"1,491.15",575.735,35.155926,-86.099203
Gibson County TN,TN,47053.0,Gibson,Trenton,"49,683","1,561.10",602.742,2.353,0.909,"1,563.45",603.651,35.991694,-88.933776
Giles County TN,TN,47055.0,Giles,Pulaski,"29,485","1,582.29",610.927,0.643,0.248,"1,582.94",611.175,35.202723,-87.035319
Grainger County TN,TN,47057.0,Grainger,Rutledge,"22,657",726.752,280.6,56.615,21.859,783.367,302.459,36.277463,-83.509493
Greene County TN,TN,47059.0,Greene,Greeneville,"68,831","1,611.40",622.165,5.057,1.952,"1,616.46",624.117,36.178998,-82.847746
Grundy County TN,TN,47061.0,Grundy,Altamont,"13,703",933.779,360.534,1.522,0.588,935.301,361.122,35.387273,-85.722188
Hamblen County TN,TN,47063.0,Hamblen,Morristown,"62,544",417.451,161.179,37.878,14.625,455.329,175.804,36.218397,-83.266071
Hamilton County TN,TN,47065.0,Hamilton,Chattanooga,"336,463","1,404.89",542.431,86.632,33.449,"1,491.52",575.88,35.159186,-85.202296
Hancock County TN,TN,47067.0,Hancock,Sneedville,"6,819",575.858,222.34,2.984,1.152,578.842,223.492,36.52142,-83.227453
Hardeman County TN,TN,47069.0,Hardeman,Bolivar,"27,253","1,729.51",667.768,6.768,2.613,"1,736.28",670.381,35.218131,-88.989037
Hardin County TN,TN,47071.0,Hardin,Savannah,"26,026","1,495.25",577.318,49.149,18.976,"1,544.40",596.294,35.201893,-88.185696
Hawkins County TN,TN,47073.0,Hawkins,Rogersville,"56,833","1,261.26",486.975,32.692,12.622,"1,293.95",499.597,36.452206,-82.931386
Haywood County TN,TN,47075.0,Haywood,Brownsville,"18,787","1,380.75",533.112,2.457,0.949,"1,383.21",534.061,35.58669,-89.282536
Henderson County TN,TN,47077.0,Henderson,Lexington,"27,769","1,346.98",520.073,15.049,5.811,"1,362.03",525.884,35.653995,-88.387674
Henry County TN,TN,47079.0,Henry,Paris,"32,330","1,455.82",562.096,81.118,31.32,"1,536.94",593.416,36.325398,-88.300384
Hickman County TN,TN,47081.0,Hickman,Centerville,"24,690","1,586.37",612.499,0.333,0.129,"1,586.70",612.628,35.802396,-87.467114
Houston County TN,TN,47083.0,Houston,Erin,"8,426",518.74,200.286,17.322,6.688,536.062,206.974,36.285777,-87.705605
Humphreys County TN,TN,47085.0,Humphreys,Waverly,"18,538","1,375.23",530.98,66.621,25.722,"1,441.85",556.702,36.04044,-87.790625
Jackson County TN,TN,47087.0,Jackson,Gainesboro,"11,638",798.546,308.32,29.02,11.205,827.565,319.525,36.354242,-85.674182
